,ARREST_KEY,ARREST_DATE,PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,JURISDICTION_CODE,AGE_GROUP,PERP_SEX,PERP_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,New Georeferenced Column
44779,231865609,08/06/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,K,94,0,25-44,M,WHITE,997027,199435,40.71407874100004,-73.95391206499993,POINT (-73.95391206499993 40.71407874100004)
44802,233483641,09/13/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,18,0,25-44,M,BLACK,991531,217373,40.763320339000074,-73.97371790399995,POINT (-73.97371790399995 40.763320339000074)
44817,233837079,09/21/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,1,0,45-64,M,ASIAN / PACIFIC ISLANDER,982351,201758,40.720463840000036,-74.00685220399998,POINT (-74.00685220399998 40.720463840000036)
44821,233641810,09/16/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,K,67,0,25-44,M,BLACK,997897,175677,40.64886713300007,-73.95082189999994,POINT (-73.95082189999994 40.64886713300007)
44844,233641811,09/16/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,84,0,45-64,M,BLACK,988897,192615,40.69536744700008,-73.98324342499996,POINT (-73.98324342499996 40.69536744700008)
44966,232556299,08/21/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,70,0,25-44,M,ASIAN / PACIFIC ISLANDER,991549,169019,40.630599850000074,-73.97370531599995,POINT (-73.97370531599995 40.630599850000074)
44967,232670545,08/24/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,M,33,0,25-44,M,BLACK,1000291,242718,40.832873905000035,-73.94203480799997,POINT (-73.94203480799997 40.832873905000035)
44978,232019076,08/10/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,K,90,0,<18,M,BLACK,998016,196598,40.70629036500002,-73.95035033099998,POINT (-73.95035033099998 40.70629036500002)
45005,232512625,08/20/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,79,0,45-64,M,WHITE,997568,191550,40.69243546900003,-73.95197615499995,POINT (-73.95197615499995 40.69243546900003)
45016,231900771,08/06/2021,440.0,AGGRAVATED GRAND LARCENY OF ATM,109.0,GRAND LARCENY,PL 1553502,F,S,123,0,45-64,M,WHITE,924833,129533,40.52202258600005,-74.21371571899994,POINT (-74.21371571899994 40.52202258600005)
45017,231762113,08/04/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,K,83,0,45-64,M,BLACK,1007128,193705,40.69833089400004,-73.91749507299994,POINT (-73.91749507299994 40.69833089400004)
45038,232960507,08/31/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,K,75,0,45-64,M,BLACK HISPANIC,1017787,189551,40.68689515800003,-73.87907557299998,POINT (-73.87907557299998 40.68689515800003)
45052,233839517,09/21/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,B,48,0,25-44,M,BLACK HISPANIC,1015431,248837,40.849628291000045,-73.88729566299997,POINT (-73.88729566299997 40.849628291000045)
45064,232202235,08/13/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,10,0,25-44,M,BLACK,984686,209908,40.74283378800004,-73.99842802399995,POINT (-73.99842802399996 40.74283378800004)
45066,233300302,09/08/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,K,79,0,25-44,M,BLACK,1000544,191319,40.69179644800005,-73.94124513099996,POINT (-73.94124513099996 40.69179644800005)
45093,232773683,08/26/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,14,0,25-44,F,WHITE,987220,212676,40.750430768000044,-73.98928217599996,POINT (-73.98928217599996 40.75043076800005)
45107,232287234,08/15/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,107,0,45-64,M,BLACK,1043461,208934,40.739962208000065,-73.78633148499993,POINT (-73.78633148499993 40.739962208000065)
45119,233257593,09/08/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1554001,F,M,5,0,45-64,M,WHITE,983907,199959,40.71552621300003,-74.00123874799993,POINT (-74.00123874799993 40.71552621300003)
45147,232154806,08/12/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,M,7,0,25-44,F,WHITE HISPANIC,988832,200278,40.716400613000076,-73.98347261399994,POINT (-73.98347261399994 40.716400613000076)
45148,233784870,09/19/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,78,0,25-44,M,WHITE HISPANIC,991296,187202,40.680508417000055,-73.97459780599996,POINT (-73.97459780599996 40.680508417000055)
45154,232644661,08/24/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,113,0,25-44,M,BLACK,1046405,187113,40.680048726000045,-73.77590919399995,POINT (-73.77590919399995 40.680048726000045)
45177,232644652,08/24/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,M,6,0,45-64,M,WHITE HISPANIC,982746,206647,40.73388303300004,-74.00542831099993,POINT (-74.00542831099993 40.73388303300004)
45180,232177802,08/12/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,K,66,0,25-44,M,WHITE,987686,173464,40.64280277100005,-73.98762029299998,POINT (-73.98762029299998 40.64280277100005)
45184,232362633,08/17/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,B,48,0,25-44,M,BLACK HISPANIC,1019013,244987,40.83904780200004,-73.87436826199999,POINT (-73.87436826199998 40.83904780200004)
45211,233784873,09/19/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,78,0,25-44,M,WHITE HISPANIC,991296,187202,40.680508417000055,-73.97459780599996,POINT (-73.97459780599996 40.680508417000055)
45218,233063230,09/02/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,25,0,25-44,F,WHITE HISPANIC,1002864,230116,40.79827989900008,-73.93277182499997,POINT (-73.93277182499997 40.79827989900008)
45223,233335369,09/09/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,Q,105,0,18-24,M,BLACK,1049678,181572,40.664816390000055,-73.76416263199997,POINT (-73.76416263199997 40.664816390000055)
45399,233261609,09/08/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,14,0,25-44,M,WHITE HISPANIC,985802,213781,40.753464076000064,-73.99439974299997,POINT (-73.99439974299997 40.75346407600006)
45413,232664677,08/24/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,B,47,0,25-44,M,BLACK,1026486,262591,40.88733281800006,-73.84725001299995,POINT (-73.84725001299995 40.88733281800006)
45417,233131987,09/04/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,110,0,25-44,M,WHITE HISPANIC,1019005,206995,40.73477005500007,-73.87459373499998,POINT (-73.87459373499998 40.73477005500007)
45464,231800504,08/04/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,79,2,18-24,M,BLACK,999949,192594,40.695297104000076,-73.94338773399994,POINT (-73.94338773399994 40.695297104000076)
45483,233844988,09/21/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,B,50,0,25-44,M,WHITE HISPANIC,1011330,256435,40.87049603600008,-73.90208828999994,POINT (-73.90208828999994 40.87049603600008)
45485,232700137,08/25/2021,409.0,"LARCENY,GRAND BY EXTORTION",109.0,GRAND LARCENY,PL 1553006,F,Q,103,0,18-24,M,WHITE HISPANIC,1041879,197084,40.707447364000075,-73.79214176799998,POINT (-73.79214176799998 40.707447364000075)
45537,233490027,09/13/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,B,42,0,45-64,M,BLACK,1015831,242320,40.83173961500006,-73.88588052499993,POINT (-73.88588052499993 40.83173961500006)
45556,232928702,08/31/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,B,44,0,25-44,M,BLACK,1006982,244286,40.83716292500004,-73.91785053899997,POINT (-73.91785053899997 40.83716292500004)
45566,233510218,09/14/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,5,0,45-64,M,WHITE,984984,200116,40.71595711700007,-73.997353676,POINT (-73.997353676 40.71595711700007)
45586,233044101,09/02/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,19,0,25-44,M,WHITE,997615,222681,40.77788231200003,-73.95174483199997,POINT (-73.95174483199997 40.77788231200003)
45622,232752870,08/26/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,K,72,0,25-44,M,WHITE,979467,173170,40.641995178000045,-74.017236111,POINT (-74.017236111 40.64199517800005)
45632,231709731,08/03/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1554001,F,M,5,0,18-24,M,WHITE HISPANIC,983907,199959,40.71552621300003,-74.00123874799993,POINT (-74.00123874799993 40.71552621300003)
45658,233721982,09/17/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,B,42,0,25-44,M,BLACK,1008754,238896,40.82236418400004,-73.91146641999995,POINT (-73.91146641999995 40.82236418400004)
45659,232516828,08/20/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,60,0,25-44,M,WHITE,991778,148367,40.57391411000003,-73.97290331099998,POINT (-73.97290331099998 40.57391411000003)
45677,231712555,08/03/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,113,0,25-44,M,BLACK,1046405,187113,40.680048726000045,-73.77590919399995,POINT (-73.77590919399995 40.680048726000045)
45742,233729431,09/18/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,K,71,0,25-44,M,BLACK HISPANIC,999484,178801,40.657439244000045,-73.94509579099997,POINT (-73.94509579099997 40.657439244000045)
45745,233834649,09/21/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,S,121,0,25-44,F,WHITE,942825,166367,40.623226819000074,-74.14922697299994,POINT (-74.14922697299994 40.623226819000074)
45758,232403185,08/18/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1554001,F,M,5,0,18-24,M,BLACK,983907,199959,40.71552621300003,-74.00123874799993,POINT (-74.00123874799993 40.71552621300003)
45765,232359286,08/17/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,103,0,25-44,M,BLACK,1042282,196230,40.70510070800003,-73.790695569,POINT (-73.790695569 40.70510070800003)
45766,232541952,08/21/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,M,1,0,18-24,M,BLACK,982351,201758,40.720463840000036,-74.00685220399998,POINT (-74.00685220399998 40.720463840000036)
45787,232657206,08/24/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,M,18,0,45-64,M,WHITE,988451,217993,40.765024079000064,-73.98483594999993,POINT (-73.98483594999993 40.76502407900006)
45798,233201687,09/07/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,K,71,0,18-24,M,BLACK,998630,181224,40.66409127300005,-73.94816856799997,POINT (-73.94816856799997 40.66409127300005)
45819,231712543,08/03/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1554001,F,M,5,0,18-24,M,WHITE HISPANIC,983907,199959,40.71552621300003,-74.00123874799993,POINT (-74.00123874799993 40.71552621300003)
45825,231843249,08/05/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,75,0,25-44,M,BLACK,1017119,183909,40.67141166300007,-73.88151172399995,POINT (-73.88151172399995 40.67141166300007)
45843,232876664,08/29/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,K,66,0,25-44,M,BLACK,994107,165590,40.62118548700005,-73.96449461199995,POINT (-73.96449461199995 40.62118548700005)
45863,233869764,09/21/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,106,0,25-44,M,BLACK,1031898,186190,40.677605279000026,-73.82821877999999,POINT (-73.82821877999999 40.677605279000026)
45865,233108336,09/03/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,109,0,25-44,M,WHITE,1030272,215099,40.75696201900007,-73.83388324699997,POINT (-73.83388324699997 40.75696201900007)
45879,232605726,08/23/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,B,44,0,18-24,F,BLACK,1006195,240321,40.82628213200008,-73.92070763799995,POINT (-73.92070763799995 40.82628213200008)
45887,233695051,09/17/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,20,0,<18,F,BLACK,991040,225092,40.784507365000024,-73.97548255699995,POINT (-73.97548255699996 40.78450736500002)
45902,231704778,08/03/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,K,71,0,25-44,F,BLACK,1001392,182432,40.66740204800004,-73.93820983899997,POINT (-73.93820983899997 40.66740204800004)
45921,233183410,09/06/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,M,17,0,18-24,M,BLACK,990728,210735,40.74510133600006,-73.97662303099996,POINT (-73.97662303099996 40.74510133600006)
45975,232315306,08/16/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,K,75,0,<18,M,BLACK,1020071,182403,40.667266581000035,-73.87087805299996,POINT (-73.87087805299996 40.667266581000035)
45996,232962880,08/31/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,B,52,0,18-24,M,BLACK HISPANIC,1014295,253237,40.86170890900007,-73.89138208599995,POINT (-73.89138208599996 40.86170890900007)
46051,232187621,08/13/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,B,48,0,18-24,M,BLACK,1015283,247424,40.84575054600003,-73.88783715799997,POINT (-73.88783715799997 40.84575054600003)
46066,231888276,08/06/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,M,14,0,45-64,M,BLACK,987587,212403,40.749681321000025,-73.98795774099993,POINT (-73.98795774099993 40.749681321000025)
46067,233259533,09/08/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,B,42,0,18-24,F,BLACK,1008754,238896,40.82236418400004,-73.91146641999995,POINT (-73.91146641999995 40.82236418400004)
46102,232472359,08/19/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,17,0,25-44,M,BLACK HISPANIC,990447,211208,40.74639980400008,-73.97763669499993,POINT (-73.97763669499993 40.74639980400008)
46160,232869969,08/29/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,78,0,25-44,M,WHITE HISPANIC,990421,188642,40.68446154300005,-73.97775120999995,POINT (-73.97775120999995 40.68446154300005)
46167,233845008,09/21/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,114,0,45-64,M,WHITE HISPANIC,1007694,219657,40.76956124200007,-73.91536344699995,POINT (-73.91536344699995 40.76956124200007)
46169,233477901,09/13/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,84,0,25-44,M,BLACK,988175,190975,40.69086637500004,-73.98584805699994,POINT (-73.98584805699994 40.69086637500004)
46182,233575370,09/15/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,S,122,0,18-24,F,WHITE,954801,148466,40.57414012800007,-74.10600776499997,POINT (-74.10600776499997 40.57414012800007)
46282,231731311,08/03/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,B,45,0,25-44,M,BLACK HISPANIC,1029048,237653,40.818872898000045,-73.83815089999997,POINT (-73.83815089999997 40.818872898000045)
46322,233261620,09/08/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,104,0,25-44,M,WHITE HISPANIC,1013787,195967,40.70451983100002,-73.89347040299998,POINT (-73.89347040299998 40.70451983100002)
46325,232254943,08/14/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,66,0,45-64,M,WHITE,986735,167242,40.62572501600005,-73.99104937999994,POINT (-73.99104937999994 40.62572501600005)
46331,233037271,09/02/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,S,120,73,25-44,M,BLACK,962960,173438,40.64270648100006,-74.07671690299998,POINT (-74.07671690299998 40.64270648100006)
46343,233017315,09/01/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,114,0,25-44,M,WHITE HISPANIC,1008736,213682,40.75315858100004,-73.91162336299993,POINT (-73.91162336299993 40.75315858100004)
46361,232449588,08/19/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,75,0,25-44,M,BLACK,1021186,179741,40.65995540700004,-73.86687341899994,POINT (-73.86687341899994 40.65995540700004)
46401,232783690,08/27/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,67,0,18-24,M,BLACK,1003366,177471,40.653781156000036,-73.93110824699994,POINT (-73.93110824699994 40.653781156000036)
46423,233596304,09/15/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1554001,F,M,13,0,25-44,M,BLACK,990769,208776,40.73972433900008,-73.97647696499997,POINT (-73.97647696499997 40.73972433900008)
46439,232229677,08/14/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,M,10,0,25-44,M,BLACK,984686,209908,40.74283378800004,-73.99842802399995,POINT (-73.99842802399996 40.74283378800004)
46452,233619568,09/16/2021,409.0,"LARCENY,GRAND BY EXTORTION",109.0,GRAND LARCENY,PL 1553006,F,Q,110,0,25-44,M,BLACK HISPANIC,1020802,210947,40.74561005900005,-73.86808809099993,POINT (-73.86808809099993 40.74561005900005)
46534,233784871,09/19/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,78,0,25-44,M,WHITE HISPANIC,991296,187202,40.680508417000055,-73.97459780599996,POINT (-73.97459780599996 40.680508417000055)
46562,231779131,08/04/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,Q,101,0,25-44,M,BLACK,1053648,159131,40.603190622000064,-73.75008340299998,POINT (-73.75008340299998 40.60319062200006)
46584,233515649,09/14/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,S,121,0,25-44,F,BLACK,942825,166367,40.623226819000074,-74.14922697299994,POINT (-74.14922697299994 40.623226819000074)
46595,232488933,08/19/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,K,77,0,25-44,M,BLACK,1001576,185353,40.67541918000006,-73.93753906899997,POINT (-73.93753906899997 40.67541918000006)
46625,232915062,08/30/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,79,0,25-44,M,BLACK,1000124,188798,40.68487764600008,-73.94276559299993,POINT (-73.94276559299993 40.68487764600008)
46705,232035587,08/10/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1554001,F,M,5,0,18-24,M,BLACK,983907,199959,40.71552621300003,-74.00123874799993,POINT (-74.00123874799993 40.71552621300003)
46737,232670535,08/24/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,84,0,18-24,F,BLACK,988175,190975,40.69086637500004,-73.98584805699994,POINT (-73.98584805699994 40.69086637500004)
46741,232556301,08/21/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,63,0,25-44,M,ASIAN / PACIFIC ISLANDER,1000521,168264,40.62851560000007,-73.94138369799998,POINT (-73.94138369799998 40.62851560000007)
46771,231964776,08/08/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,B,52,0,18-24,M,BLACK,1018971,258740,40.87679579900004,-73.87444881199998,POINT (-73.87444881199998 40.87679579900004)
46778,232145567,08/12/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,K,83,0,45-64,F,WHITE,1007128,193705,40.69833089400004,-73.91749507299994,POINT (-73.91749507299994 40.69833089400004)
46788,233854411,09/21/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,19,0,45-64,M,BLACK,998329,224701,40.78342557000008,-73.94916258199999,POINT (-73.94916258199999 40.78342557000008)
46808,233261589,09/08/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,M,5,0,25-44,M,BLACK,983903,200257,40.71634415200003,-74.00125319299997,POINT (-74.00125319299997 40.71634415200003)
46824,232551904,08/21/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,B,42,2,<18,M,BLACK,1010467,243220,40.83422740700007,-73.90526031299999,POINT (-73.90526031299999 40.83422740700007)
46832,232502439,08/20/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1554001,F,K,67,0,45-64,M,WHITE,997897,175677,40.64886713300007,-73.95082189999994,POINT (-73.95082189999994 40.64886713300007)
46839,233549863,09/14/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,14,0,25-44,F,BLACK,987220,212676,40.750430768000044,-73.98928217599996,POINT (-73.98928217599996 40.75043076800005)
46853,233232283,09/07/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,6,0,25-44,F,BLACK,982755,206652,40.73389675800007,-74.005395837,POINT (-74.005395837 40.73389675800007)
46885,232767440,08/26/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,K,90,0,25-44,M,WHITE HISPANIC,998016,196598,40.70629036500002,-73.95035033099998,POINT (-73.95035033099998 40.70629036500002)
46899,233374496,09/10/2021,409.0,"LARCENY,GRAND BY EXTORTION",109.0,GRAND LARCENY,PL 1553006,F,K,63,0,25-44,F,BLACK,1000521,168264,40.62851560000007,-73.94138369799998,POINT (-73.94138369799998 40.62851560000007)
